JDutc1 JDutc2 BJDtdb1 BJDtdb2 RvST RvgT RvsT
2440600 0 2440600 0.00423316947516201 3995.68143781218 0.00315288550289534 0.689683846416732
2440610 0 2440610 0.0039374129690183 3995.6841693494 0.00315337134840359 0.689686658403198
2440620 0 2440620 0.00353473597166467 3995.68655515013 0.00315385761123828 0.689689471956875
2440630 0 2440630 0.00303729888520418 3995.68861890706 0.0031543442923747 0.689692287082649
2440640 0 2440640 0.00246144303291526 3995.69039875351 0.00315483139299447 0.689695103786592
2440650 0 2440650 0.00182510643060405 3995.69193953015 0.00315531891436046 0.689697922075237
2440660 0 2440660 0.00114753333023923 3995.69329130876 0.0031558068578029 0.689700741955504
2440670 0 2440670 0.000450106058326917 3995.69451358 0.00315629522476032 0.689703563434924
2440680 0 2440680 -0.000246706687978886 3995.69566504414 0.0031567840166308 0.689706386520791
2440690 0 2440690 -0.000922393473546465 3995.696806486 0.00315727323481859 0.689709211220425
2440700 0 2440700 -0.00155678382825441 3995.6980007065 0.00315776288071528 0.689712037541063
2440710 0 2440710 -0.00213245821014103 3995.69930366855 0.00315825295558165 0.689714865489182
2440720 0 2440720 -0.00263291126153796 3995.70077066448 0.00315874346063717 0.689717695071011
2440730 0 2440730 -0.00304411841455583 3995.7024517589 0.0031592343969829 0.689720526292091
2440740 0 2440740 -0.00335554478563251 3995.70438723447 0.00315972576555135 0.689723359156983
2440750 0 2440750 -0.00355820859067724 3995.70661447801 0.00316021756720103 0.689726193669821
2440760 0 2440760 -0.00364698884312788 3995.7091602503 0.0031607098026025 0.689729029833648
2440770 0 2440770 -0.00362001444408672 3995.71204161551 0.0031612024722676 0.689731867650589
2440780 0 2440780 -0.00347746143549393 3995.71527059303 0.00316169557660818 0.689734707122195
2440790 0 2440790 -0.00322382474790914 3995.71884588604 0.00316218911582341 0.68973754824879
2440800 0 2440800 -0.00286598651676521 3995.72275861373 0.00316268308999436 0.689740391030017
2440810 0 2440810 -0.002413245949267 3995.72699275411 0.00316317749908198 0.689743235464832
2440820 0 2440820 -0.00187870991486939 3995.73151936901 0.00316367234285779 0.6897460815511
2440830 0 2440830 -0.00127670306740604 3995.73630503864 0.0031641676210313 0.689748929286335
2440840 0 2440840 -0.000623969850879888 3995.74130800706 0.00316466333319019 0.689751778667354
2440850 0 2440850 6.04047515896725e-05 3995.74647719784 0.0031651594788037 0.689754629690297
2440860 0 2440860 0.000757429454861574 3995.75176057523 0.00316565605734305 0.689757482351322
2440870 0 2440870 0.00144640612603948 3995.7570987958 0.00316615306819193 0.689760336646088
2440880 0 2440880 0.00210657440765868 3995.76242970237 0.00316665051072793 0.689763192570224
2440890 0 2440890 0.00271863341121858 3995.76769394282 0.00316714838439836 0.689766050119768
2440900 0 2440900 0.00326313341847095 3995.7728289191 0.00316764668864038 0.689768909290701
2440910 0 2440910 0.00372319435472257 3995.77777744877 0.00316814542301653 0.689771770079732
2440920 0 2440920 0.00408459832109011 3995.78248877166 0.00316864458722 0.689774632484321
2440930 0 2440930 0.00433499193941279 3995.78691520316 0.00316914418103525 0.689777496502456
2440940 0 2440940 0.00446669896479751 3995.79102187241 0.00316964420447918 0.68978036213346
2440950 0 2440950 0.00447528734595068 3995.79478265332 0.00317014465773033 0.689783229377582
2440960 0 2440960 0.00435978763611898 3995.7981805351 0.0031706455411406 0.689786098236064
2440970 0 2440970 0.00412450653525922 3995.80121468454 0.00317114685532691 0.689788968711666
2440980 0 2440980 0.00377652715701608 3995.80389264595 0.0031716486010469 0.68979184080795
2440990 0 2440990 0.00332678498555159 3995.80623399812 0.00317215077925361 0.689794714529592
2441000 0 2441000 0.00279018724939142 3995.8082720223 0.00317265339110228 0.689797589882417
2441010 0 2441010 0.00218299116879582 3995.81004513093 0.00317315643781933 0.689800466872657
2441020 0 2441020 0.00152438846805221 3995.8116025223 0.00317365992078245 0.689803345507395
2441030 0 2441030 0.00083493102963155 3995.8129999731 0.0031741638414419 0.689806225794126
2441040 0 2441040 0.000134825295443211 3995.81429389799 0.00317466820123472 0.689809107740258
2441050 0 2441050 -0.000554460328671939 3995.81554720679 0.00317517300166588 0.68981199135358
2441060 0 2441060 -0.00121286217162744 3995.81682091973 0.00317567824417372 0.689814876641493
2441070 0 2441070 -0.00182188519086988 3995.81817308314 0.00317618393012144 0.689817763610959
2441080 0 2441080 -0.00236356922540786 3995.81966272546 0.003176690060849 0.6898206522688
2441090 0 2441090 -0.00282333754058107 3995.82134028009 0.00317719663752876 0.689823542620875
2441100 0 2441100 -0.00318866037548301 3995.82325146516 0.00317770366123244 0.689826434672464
2441110 0 2441110 -0.00344911094759665 3995.82543753294 0.00317821113292786 0.689829328428246
2441120 0 2441120 -0.00359847060011089 3995.82792771138 0.00317871905337152 0.689832223891692
2441130 0 2441130 -0.00363250379128202 3995.83074621195 0.00317922742322084 0.689835121065705
2441140 0 2441140 -0.00355024202701381 3995.8339082044 0.00317973624296835 0.689838019952247
2441150 0 2441150 -0.00335467331310014 3995.83741671627 0.00318024551290582 0.689840920552133
2441160 0 2441160 -0.00305050844143487 3995.84126991266 0.00318075523323733 0.689843822865678
2441170 0 2441170 -0.00264628417279751 3995.84545404504 0.00318126540397153 0.689846726892088
2441180 0 2441180 -0.00215341913754276 3995.84994573385 0.00318177602496899 0.689849632629725
2441190 0 2441190 -0.00158476995640882 3995.85471681385 0.0031822870960154 0.689852540076528
2441200 0 2441200 -0.000956714633660478 3995.85972700026 0.00318279861671462 0.689855449229407
2441210 0 2441210 -0.000286861791814696 3995.86493076844 0.00318331058660522 0.689858360084902
2441220 0 2441220 0.00040616239348414 3995.87027819677 0.00318382300517114 0.689861272639249
2441230 0 2441230 0.00110156251158583 3995.87571045676 0.00318433587178232 0.689864186888042
2441240 0 2441240 0.00177931367950942 3995.88116911682 0.0031848491858452 0.689867102827085
2441250 0 2441250 0.00241917861299874 3995.88659303202 0.00318536294675237 0.689870020452113
2441260 0 2441260 0.00300104446956579 3995.89191872158 0.00318587715389983 0.689872939758881
2441270 0 2441270 0.00350757132829097 3995.89708911236 0.00318639180682335 0.689875860743948
2441280 0 2441280 0.00392244550199627 3995.90204792876 0.00318690690510913 0.689878783404158
2441290 0 2441290 0.00423211613067117 3995.90674494961 0.00318742244848353 0.689881707737159
2441300 0 2441300 0.00442720340616968 3995.91114113361 0.00318793843688642 0.68988463374181
2441310 0 2441310 0.00450060851260178 3995.91520261664 0.00318845487037447 0.689887561417635
2441320 0 2441320 0.00445112101789109 3995.91890873063 0.00318897174930816 0.689890490765881
2441330 0 2441330 0.00427798500837344 3995.92225140708 0.00318948907407194 0.689893421787927
2441340 0 2441340 0.00398742509734929 3995.92523081989 0.00319000684541232 0.689896354487207
2441350 0 2441350 0.00358924683597546 3995.92786301859 0.00319052506426325 0.689899288868206
2441360 0 2441360 0.00309609916735647 3995.93017362003 0.00319104373170862 0.689902224936259
2441370 0 2441370 0.00252305823405165 3995.93219661522 0.00319156284896135 0.689905162697421
2441380 0 2441380 0.00188881938740365 3995.93397892836 0.00319208241742584 0.689908102158825
2441390 0 2441390 0.00121257819166973 3995.93557085283 0.0031926024385366 0.68991104332777
2441400 0 2441400 0.0005148149201751 3995.9370285848 0.00319312291379915 0.689913986211942
2441410 0 2441410 -0.000182866047957589 3995.93841431417 0.00319364384478204 0.68991693081938
2441420 0 2441420 -0.000860547186774341 3995.93978719503 0.00319416523297038 0.689919877157641
2441430 0 2441430 -0.00149827745392266 3995.94120875617 0.00319468707985539 0.689922825234308
2441440 0 2441440 -0.00207755393922308 3995.94273851835 0.0031952093868569 0.689925775056553
2441450 0 2441450 -0.00258282033914368 3995.94442880101 0.00319573215524473 0.689928726630694
2441460 0 2441460 -0.00299950893254385 3995.94633086206 0.00319625538624048 0.68993167996277
2441470 0 2441470 -0.00331644134360906 3995.94848732209 0.00319677908089154 0.689934635057828
2441480 0 2441480 -0.00352559100086896 3995.95093233622 0.00319730324008276 0.689937591919998
2441490 0 2441490 -0.00362072405215233 3995.95369586712 0.00319782786460709 0.689940550552883
2441500 0 2441500 -0.00358840311148817 3995.95679530836 0.00319835295563777 0.689943510962229
2441510 0 2441510 -0.00345252930348562 3995.9602404661 0.00319887851238801 0.689946473142728
2441520 0 2441520 -0.00320473552579375 3995.96403409118 0.00319940453576543 0.689949437098627
2441530 0 2441530 -0.0028525349743038 3995.96816557366 0.00319993102584352 0.689952402829469
2441540 0 2441540 -0.00240516468340208 3995.97261867143 0.00320045798260416 0.689955370334282
2441550 0 2441550 -0.00187471269609274 3995.97736791898 0.00320098540587787 0.689958339611246
2441560 0 2441560 -0.00127650805029607 3995.98237680999 0.00320151329532247 0.68996131065757
2441570 0 2441570 -0.000626587071664402 3995.98760552629 0.00320204165055625 0.689964283470244
2441580 0 2441580 5.63688678293809e-05 3995.9930047146 0.00320257047105535 0.689967258045463
2441590 0 2441590 0.000752365165282889 3995.99851906555 0.00320309975622359 0.689970234379021
2441600 0 2441600 0.00144179529463134 3996.0040926142 0.00320362950548233 0.689973212466816
2441610 0 2441610 0.00210354487208365 3996.00966259103 0.00320415971817003 0.689976192304284
2441620 0 2441620 0.00271767278062507 3996.01516738661 0.00320469039368419 0.6899791738872
2441630 0 2441630 0.00326578283046976 3996.02054791948 0.00320522153150137 0.689982157211787
2441640 0 2441640 0.00372998722159904 3996.02574423086 0.00320575313112242 0.68998514227441
2441650 0 2441650 0.00409601267606522 3996.03070511162 0.00320628519223793 0.689988129072505
2441660 0 2441660 0.0043521192060938 3996.03538519632 0.00320681771467145 0.689991117604254
2441670 0 2441670 0.00448930649101489 3996.03974561064 0.0032073506983911 0.689994107868658
2441680 0 2441680 0.00450368027746715 3996.04376170474 0.00320788414363649 0.689997099866236
2441690 0 2441690 0.00440579492439966 3996.04741675521 0.00320841805141893 0.690000093601837
2441700 0 2441700 0.00417564454079055 3996.05070613579 0.00320895242111859 0.690003089071164
2441710 0 2441710 0.00383280710352227 3996.05364019525 0.00320948725423064 0.690006086281773
2441720 0 2441720 0.0033875249930011 3996.05623667396 0.00321002255175462 0.690009085238437
2441730 0 2441730 0.00285413664991025 3996.05852671075 0.00321055831491225 0.690012085947168
2441740 0 2441740 0.00224985086841436 3996.06055176236 0.0032110945450826 0.690015088414854
2441750 0 2441750 0.001592760601183 3996.062357707 0.0032116312436962 0.690018092648662
2441760 0 2441760 0.000903656872852196 3996.06400061834 0.00321216841233264 0.690021098656586
2441770 0 2441770 0.000203364457973898 3996.06553904322 0.003212706052578 0.690024106446649
2441780 0 2441780 -0.000487782846565877 3996.06703221665 0.00321324416599654 0.690027116026739
2441790 0 2441790 -0.00114877649684217 3996.06854372756 0.00321378275419346 0.690030127404971
2441800 0 2441800 -0.00176107123645282 3996.07013204346 0.00321432181864581 0.69003314058873
2441810 0 2441810 -0.00230748232974134 3996.07185344079 0.00321486136076144 0.690036155585009
2441820 0 2441820 -0.0027721448509433 3996.07376217516 0.0032154013818809 0.690039172400416
2441830 0 2441830 -0.00314306464569859 3996.07590252361 0.00321594188313916 0.690042191040405
2441840 0 2441840 -0.00340993611247388 3996.07831493115 0.00321648286558287 0.690045211509932
2441850 0 2441850 -0.00356537731300517 3996.08103228622 0.00321702433010297 0.690048233813079
2441860 0 2441860 -0.00360607106926362 3996.08407604122 0.00321756627737222 0.690051257952704
2441870 0 2441870 -0.00353043948570801 3996.08746287133 0.00321810870797036 0.690054283931146
2441880 0 2441880 -0.00334083133806485 3996.09119803087 0.00321865162226494 0.690057311749559
2441890 0 2441890 -0.00304290427739046 3996.09527666863 0.00321919502044394 0.690060341408093
2441900 0 2441900 -0.00264405129003203 3996.09968836332 0.00321973890260059 0.690063372906373
2441910 0 2441910 -0.00215577351241289 3996.10440982553 0.00322028326860377 0.690066406242772
2441920 0 2441920 -0.00159152253614204 3996.1094108234 0.0032208281182146 0.690069441415068
2441930 0 2441930 -0.00096640681926781 3996.11465502526 0.00322137345110199 0.690072478420528
2441940 0 2441940 -0.000298783676767249 3996.12009491925 0.0032219192667553 0.690075517255421
2441950 0 2441950 0.000392731348861105 3996.12568033663 0.00322246556464702 0.690078557915929
2441960 0 2441960 0.00108827247616903 3996.13135558947 0.00322301234417842 0.690081600397844
2441970 0 2441970 0.00176667140781895 3996.13705892575 0.00322355960467637 0.690084644696545
2441980 0 2441980 0.00240831501034546 3996.14273090337 0.00322410734554963 0.690087690807876
2441990 0 2441990 0.00299333392824707 3996.14830922814 0.00322465556618986 0.690090738727591
2442000 0 2442000 0.00350324137190743 3996.1537333296 0.00322520426606147 0.69009378845185
2442010 0 2442010 0.00392271143409021 3996.15894989373 0.00322575344479974 0.690096839977772
2442020 0 2442020 0.00423765097431415 3996.16390749129 0.00322630310210544 0.690099893302841
2442030 0 2442030 0.00443792250302578 3996.16856461306 0.00322685323789509 0.690102948425742
2442040 0 2442040 0.00451738632046771 3996.17289042862 0.00322740385230413 0.690106005346378
2442050 0 2442050 0.00448408915309154 3996.17686108186 0.00322795494624971 0.690109064068991
2442060 0 2442060 0.00431667559967916 3996.18046793758 0.0032285065190288 0.690112124588829
2442070 0 2442070 0.00403204008394309 3996.18371313099 0.00322905857204747 0.690115186912846
2442080 0 2442080 0.00363864488830694 3996.1866086642 0.00322961110624973 0.690118251045425
2442090 0 2442090 0.00314975123150329 3996.18918172844 0.00323016412284743 0.690121316992429
2442100 0 2442100 0.00258041195943014 3996.19146651074 0.003230717623155 0.690124384760283
2442110 0 2442110 0.00194826276972444 3996.1935064867 0.00323127160863369 0.690127454356221
2442120 0 2442120 0.00127358912294273 3996.19535505453 0.00323182608089594 0.690130525788307
2442130 0 2442130 0.000576262498046783 3996.19706678674 0.0032323810415359 0.690133599064492
2442140 0 2442140 -0.000122509830719213 3996.19870225953 0.00323293649222666 0.690136674193157
2442150 0 2442150 -0.00080167496055789 3996.200324029 0.0032334924346376 0.690139751182656
2442160 0 2442160 -0.00144227313177432 3996.20199072793 0.00323404887032649 0.690142830040713
2442170 0 2442170 -0.00202539257657953 3996.20376266448 0.00323460580085294 0.690145910775058
2442180 0 2442180 -0.00253473813265874 3996.20569453103 0.00323516322763514 0.690148993392627
2442190 0 2442190 -0.00295677460699491 3996.20783440663 0.00323572115194121 0.690152077899523
2442200 0 2442200 -0.00327925173349624 3996.21022779955 0.00323627957497097 0.690155164301462
2442210 0 2442210 -0.00349406351851352 3996.21290935658 0.00323683849769571 0.690158252602894
2442220 0 2442220 -0.00359567077470227 3996.21590673036 0.00323739792094547 0.690161342807483
2442230 0 2442230 -0.00358085451367347 3996.2192412515 0.00323795784542224 0.690164434918184
2442240 0 2442240 -0.00345094134843703 3996.22292126343 0.00323851827157459 0.690167528936548
2442250 0 2442250 -0.00320920718334002 3996.22694899904 0.00323907919974228 0.690170624863527
2442260 0 2442260 -0.00286200546428415 3996.23131743425 0.00323964063009236 0.690173722699119
2442270 0 2442270 -0.00241955736840337 3996.23600752962 0.00324020256257403 0.690176822442119
2442280 0 2442280 -0.00189332433600839 3996.24099541149 0.00324076499706548 0.690179924090935
2442290 0 2442290 -0.00129807608802747 3996.24624656415 0.00324132793325713 0.690183027642941
2442300 0 2442300 -0.000650865941860275 3996.25171812757 0.00324189137070858 0.690186133094793
2442310 0 2442310 3.0746666768281e-05 3996.25736395033 0.00324245530894824 0.690189240442981
2442320 0 2442320 0.000726541659725245 3996.26312847731 0.00324301974735163 0.690192349683157
2442330 0 2442330 0.00141623913953895 3996.26895359258 0.00324358468528762 0.690195460810941
2442340 0 2442340 0.00207992355286584 3996.27478015459 0.00324415012214246 0.690198573822053
2442350 0 2442350 0.00269673057793203 3996.28054420627 0.00324471605724546 0.690201688711909
2442360 0 2442360 0.00324817567072729 3996.28618618367 0.00324528249005741 0.69020480547665
2442370 0 2442370 0.0037171728318537 3996.29164876743 0.00324584942011547 0.690207924112842
2442380 0 2442380 0.00408814396290696 3996.29687711581 0.00324641684703978 0.690211044617516
2442390 0 2442390 0.00434986565752834 3996.3018271815 0.00324698477069551 0.690214166989049
2442400 0 2442400 0.00449341961040246 3996.30646070136 0.00324755319107743 0.690217291226535
2442410 0 2442410 0.00451366949365034 3996.31074934334 0.00324812210839456 0.690220417330244
2442420 0 2442420 0.00442209189729034 3996.31467897346 0.00324869152380204 0.690223545305648
2442430 0 2442430 0.00419801145289273 3996.31824332499 0.00324926143662486 0.690226675148159
2442440 0 2442440 0.00386026748990607 3996.32145031231 0.00324983184843965 0.690229806865557
2442450 0 2442450 0.00342008770065394 3996.32432056646 0.00325040276039286 0.690232940463255
2442460 0 2442460 0.00289064467749159 3996.32688197206 0.00325097417374519 0.690236075947284
2442470 0 2442470 0.00228919280422499 3996.32917571027 0.00325154608999434 0.69023921332497
2442480 0 2442480 0.00163450139692908 3996.33124977494 0.00325211851072908 0.690242352604132
2442490 0 2442490 0.000946116443027405 3996.33315654268 0.00325269143758731 0.69024549379285
2442500 0 2442500 0.000245683411113772 3996.33495655942 0.00325326487233217 0.690248636899882
2442510 0 2442510 -0.000446364680749893 3996.33670958845 0.00325383881666238 0.690251781933622
2442520 0 2442520 -0.00110991899118689 3996.33847633845 0.00325441327226304 0.690254928902383
2442530 0 2442530 -0.00172515375627366 3996.3403187647 0.00325498824080787 0.690258077814407
2442540 0 2442540 -0.00227541143696607 3996.34229186149 0.00325556372379309 0.690261228676954
2442550 0 2442550 -0.00274507311217682 3996.34444879295 0.0032561397226593 0.690264381496974
2442560 0 2442560 -0.00312089698027755 3996.34683745115 0.00325671623871403 0.690267536280682
2442570 0 2442570 -0.0033935295724578 3996.34949567281 0.00325729327304393 0.690270693033077
2442580 0 2442580 -0.00355507744201307 3996.3524574507 0.00325787082665405 0.690273851758708
2442590 0 2442590 -0.00360146908264267 3996.35574663428 0.0032584489003309 0.690277012460924
2442600 0 2442600 -0.00353213088477228 3996.35937697406 0.00325902749466022 0.690280175141975
2442610 0 2442610 -0.00334829005709449 3996.36335671034 0.00325960661012443 0.690283339803543
2442620 0 2442620 -0.00305559039448618 3996.36768137732 0.00326018624695044 0.690286506445913
2442630 0 2442630 -0.0026620855612264 3996.37233845554 0.00326076640522502 0.690289675068608
2442640 0 2442640 -0.00217791928440858 3996.37730853204 0.00326134708491274 0.690292845670482
2442650 0 2442650 -0.00161723268232741 3996.38255974034 0.00326192828574454 0.690296018249115
2442660 0 2442660 -0.000995182190186571 3996.38805532264 0.00326251000739019 0.69029919280176
2442670 0 2442670 -0.000329020240577177 3996.39375116143 0.00326309224939515 0.690302369324992
2442680 0 2442680 0.000361517876901331 3996.39959411077 0.0032636750111574 0.690305547814587
2442690 0 2442690 0.00105716750820993 3996.40552994193 0.00326425829209917 0.69030872826646
2442700 0 2442700 0.00173719308133903 3996.41149856129 0.00326484209155361 0.690311910676045
2442710 0 2442710 0.0023808306395781 3996.41743727871 0.00326542640884879 0.690315095038751
2442720 0 2442720 0.00296924507246995 3996.42328662112 0.00326601124342214 0.690318281350592
2442730 0 2442730 0.00348353767900106 3996.4289853182 0.00326659659470428 0.690321469607548
2442740 0 2442740 0.00390759243719308 3996.43447764524 0.00326718246228582 0.690324659806476
2442750 0 2442750 0.00422838459518401 3996.43971526757 0.00326776884593621 0.690327851945209
2442760 0 2442760 0.00443466653542383 3996.44465387321 0.00326835574552732 0.690331046022143
2442770 0 2442770 0.00452013608471258 3996.44926186789 0.00326894316122015 0.690334242037244
2442780 0 2442780 0.00449352043959927 3996.45351754945 0.00326953109405921 0.690337439995291
2442790 0 2442790 0.00433206374081382 3996.45740840461 0.00327011954323822 0.690340639890987
2442800 0 2442800 0.00405318546397515 3996.46093771649 0.00327070851031425 0.690343841731895
2442810 0 2442810 0.00366537257535742 3996.46411787015 0.00327129799632206 0.690347045522729
2442820 0 2442820 0.00318070182658991 3996.46697250077 0.00327188800251092 0.690350251269363
2442830 0 2442830 0.00261525378790617 3996.46953845078 0.00327247853037005 0.69035345897897
2442840 0 2442840 0.0019860179698344 3996.47185766889 0.00327306958144665 0.690356668659028
2442850 0 2442850 0.00131272697191284 3996.47398156346 0.00327366115745471 0.690359880317917
2442860 0 2442860 0.000616399609173264 3996.47596788474 0.00327425326018946 0.690363093964446
2442870 0 2442870 -8.28423716131044e-05 3996.47787432222 0.00327484589139823 0.690366309607156
2442880 0 2442880 -0.000763679318582242 3996.47976367866 0.0032754390529046 0.690369527254994
2442890 0 2442890 -0.00140633405393449 3996.48169705078 0.00327603274644592 0.690372746916428
2442900 0 2442900 -0.00199303701832909 3996.48373150734 0.00327662697364527 0.6903759685993
2442910 0 2442910 -0.0025065024981302 3996.48592411428 0.00327722173610161 0.690379192311314
2442920 0 2442920 -0.0029330300821871 3996.48832373673 0.00327781703520496 0.690382418059032
2442930 0 2442930 -0.00326116126578325 3996.49097342551 0.00327841287221552 0.690385645848306
2442940 0 2442940 -0.00348142409870797 3996.49391147777 0.00327900924827833 0.690388875684363
2442950 0 2442950 -0.00358881299451947 3996.49716439633 0.00327960616427463 0.690392107570991
2442960 0 2442960 -0.00358025279123189 3996.50075273597 0.00328020362097232 0.690395341511365
2442970 0 2442970 -0.00345581452848354 3996.50468846682 0.00328080161895263 0.690398577507647
2442980 0 2442980 -0.00321976359535542 3996.50897127785 0.00328140015854657 0.690401815560641
2442990 0 2442990 -0.00287786591407665 3996.51359540794 0.00328199923999526 0.690405055670668
2443000 0 2443000 -0.00243964682585079 3996.51854413784 0.003282598863314 0.690408297836826
2443010 0 2443010 -0.00191760310082324 3996.52379071674 0.00328319902833859 0.690411542057246
2443020 0 2443020 -0.00132536201946622 3996.52930357703 0.00328379973483512 0.690414788329683
2443030 0 2443030 -0.000680085306014312 3996.53504007919 0.00328440098235513 0.690418036650738
2443040 0 2443040 -1.70885946262607e-08 3996.54095196941 0.00328500277038222 0.690421287016649
2443050 0 2443050 0.000695921637095503 3996.54698731639 0.00328560509835619 0.690424539423422
2443060 0 2443060 0.00138658602697717 3996.55308609141 0.0032862079655796 0.690427793866325
2443070 0 2443070 0.00205196451758908 3996.55918856501 0.00328681137141972 0.690431050340985
2443080 0 2443080 0.00267216051121674 3996.56523373982 0.0032874153152474 0.69043430884305
2443090 0 2443090 0.00322738134820035 3996.57115870839 0.00328801979643635 0.690437569368191
2443100 0 2443100 0.00370105364741415 3996.57690724654 0.00328862481455175 0.690440831913114
2443110 0 2443110 0.00407785102575848 3996.58242565966 0.00328923036923163 0.690444096474925
